Rank;Time;Name;Country;Date of Birth;Place;City;Date;Gender;Event;Time_s;Age
287;02:23:39;Florence Kiplagat;KEN;1987-02-27;3.0;London;2016-04-24;Women;Marathon;8619.0;29.175342465753424
289;02:23:40;Atsede Baysa;ETH;1987-04-16;1.0;Chicago;2010-10-10;Women;Marathon;8620.0;23.5013698630137
289;02:23:40;Mary Keitany;KEN;1982-01-18;2.0;London;2015-04-26;Women;Marathon;8620.0;33.29041095890411
291;02:23:41;Zhou Chunxiu;CHN;1978-11-15;2.0;Beijing;2003-10-19;Women;Marathon;8621.0;24.942465753424656
291;02:23:41;Isabellah Andersson;SWE;1980-11-12;3.0;Dubai;2011-01-21;Women;Marathon;8621.0;30.21095890410959
291;02:23:41;Beyenne Tsegaye Tirfi;ETH;1984-11-25;3.0;London;2015-04-26;Women;Marathon;8621.0;30.435616438356163
291;02:23:41;Valentine Kipketer;KEN;1993-01-05;3.0;Chicago;2016-10-09;Women;Marathon;8621.0;23.775342465753425
295;02:23:42;Yoko Shibui;JPN;1979-03-14;1.0;Osaka;2009-01-25;Women;Marathon;8622.0;29.89041095890411
295;02:23:42;Bezunesh Bekele;ETH;1983-09-18;3.0;London;2011-04-17;Women;Marathon;8622.0;27.5972602739726
295;02:23:42;Zhou Chunxiu;CHN;1978-11-15;2.0;Chongqing;2012-03-17;Women;Marathon;8622.0;33.35890410958904
298;02:23:43;Olga Markova;RUS;1968-08-06;1.0;Boston;1992-04-20;Women;Marathon;8623.0;23.720547945205478
298;02:23:43;Marleen Renders;BEL;1968-12-24;1.0;Paris;2000-04-09;Women;Marathon;8623.0;31.312328767123287
298;02:23:43;Takami Ominami;JPN;1975-11-15;1.0;Rotterdam;2002-04-21;Women;Marathon;8623.0;26.44931506849315
298;02:23:43;Constantina Dita;ROU;1970-01-23;6.0;London;2003-04-13;Women;Marathon;8623.0;33.24109589041096
298;02:23:43;Lornah Kiplagat;NED;1974-05-01;3.0;New York City;2003-11-02;Women;Marathon;8623.0;29.526027397260275
298;02:23:43;Mulu Seboka;ETH;1984-01-13;2.0;Daegu;2013-04-14;Women;Marathon;8623.0;29.27123287671233
298;02:23:43;Ashete Bekele;ETH;1988-04-17;9.0;Dubai;2015-01-23;Women;Marathon;8623.0;26.786301369863015
298;02:23:43;Yebrqual Melese;ETH;1990-04-18;2.0;Chicago;2015-10-11;Women;Marathon;8623.0;25.4986301369863
306;02:23:44;Catherina McKiernan;IRL;1969-11-30;1.0;Berlin;1997-09-28;Women;Marathon;8624.0;27.846575342465755
306;02:23:44;Dire Tune;ETH;1985-06-19;2.0;Frankfurt;2010-10-31;Women;Marathon;8624.0;25.383561643835616
306;02:23:44;Valeria Straneo;ITA;1976-04-05;2.0;Rotterdam;2012-04-15;Women;Marathon;8624.0;36.05205479452055
306;02:23:44;Sharon Cherop;KEN;1984-03-16;2.0;Frankfurt;2014-10-26;Women;Marathon;8624.0;30.632876712328766
310;02:23:45;Constantina Dita;ROU;1970-01-23;1.0;Chicago;2004-10-10;Women;Marathon;8625.0;34.73698630136986
310;02:23:45;Eunice Jepkirui;KEN;1984-05-20;5.0;Frankfurt;2013-10-27;Women;Marathon;8625.0;29.457534246575342
312;02:23:46;Tegla Loroupe;KEN;1973-05-09;2.0;Osaka;1999-01-31;Women;Marathon;8626.0;25.747945205479454
312;02:23:46;Paula Radcliffe;GBR;1973-12-17;3.0;Berlin;2011-09-25;Women;Marathon;8626.0;37.797260273972604
314;02:23:47;Maura Viceconte;ITA;1967-10-03;1.0;Wien;2000-05-21;Women;Marathon;8627.0;32.654794520547945
314;02:23:47;Mao Kiyota;JPN;1993-09-12;3.0;Nagoya;2017-03-12;Women;Marathon;8627.0;23.512328767123286
316;02:23:48;Jelena Prokopcuka;LAT;1976-09-21;2.0;Boston;2006-04-17;Women;Marathon;8628.0;29.589041095890412
316;02:23:48;Yumiko Hara;JPN;1982-01-09;1.0;Osaka;2007-01-28;Women;Marathon;8628.0;25.068493150684933
318;02:23:49;Yebrqual Melese;ETH;1990-04-18;1.0;Praha;2015-05-03;Women;Marathon;8629.0;25.057534246575344
319;02:23:50;Atsede Baysa;ETH;1987-04-16;4.0;London;2011-04-17;Women;Marathon;8630.0;24.019178082191782
319;02:23:50;Amane Gobena;ETH;1982-09-01;3.0;Dubai;2013-01-25;Women;Marathon;8630.0;30.421917808219177
319;02:23:50;Vivian Cheruiyot;KEN;1983-09-11;4.0;London;2017-04-23;Women;Marathon;8630.0;33.63835616438356
322;02:23:51;Lisa Ondieki;AUS;1960-05-12;1.0;Osaka;1988-01-31;Women;Marathon;8631.0;27.73972602739726
322;02:23:51;Birhane Dibaba;ETH;1993-09-11;2.0;Nagoya;2013-03-10;Women;Marathon;8631.0;19.506849315068493
322;02:23:51;Biruktayit Degefa;ETH;1990-09-29;3.0;Houston;2015-01-18;Women;Marathon;8631.0;24.32054794520548
325;02:23:52;Constantina Dita;ROU;1970-01-23;2.0;Amsterdam;2002-10-20;Women;Marathon;8632.0;32.76164383561644
325;02:23:52;Albina Mayorova;RUS;1977-05-16;1.0;Nagoya;2012-03-11;Women;Marathon;8632.0;34.843835616438355
325;02:23:52;Mamitu Daska;ETH;1983-10-16;3.0;Frankfurt;2012-10-28;Women;Marathon;8632.0;29.054794520547944
325;02:23:52;Korene Jelila;ETH;1987-01-18;3.0;Frankfurt;2015-10-25;Women;Marathon;8632.0;28.786301369863015
329;02:23:53;Catherine N'dereba;KEN;1972-07-21;1.0;Boston;2001-04-16;Women;Marathon;8633.0;28.756164383561643
329;02:23:53;Teyiba Erkasso;ETH;1982-10-30;1.0;Houston;2010-01-17;Women;Marathon;8633.0;27.235616438356164
329;02:23:53;Aselefech Mergia;ETH;1985-01-23;4.0;London;2015-04-26;Women;Marathon;8633.0;30.273972602739725
332;02:23:54;Agnes Kiprop;KEN;1979-12-14;2.0;Frankfurt;2011-10-30;Women;Marathon;8634.0;31.898630136986302
332;02:23:54;Desireé Linden;USA;1983-07-26;9.0;Boston;2014-04-21;Women;Marathon;8634.0;30.75890410958904
332;02:23:54;Volha Mazurenak;BLR;1989-04-14;4.0;London;2016-04-24;Women;Marathon;8634.0;27.046575342465754
335;02:23:55;Lornah Kiplagat;KEN;1974-03-20;1.0;Osaka;2002-01-27;Women;Marathon;8635.0;27.876712328767123
335;02:23:55;Catherine N'dereba;KEN;1972-07-21;1.0;Saint-Denis;2003-08-31;Women;Marathon;8635.0;31.13150684931507
335;02:23:55;Constantina Dita;ROU;1970-01-23;3.0;London;2007-04-21;Women;Marathon;8635.0;37.26575342465753
338;02:23:56;Paula Radcliffe;GBR;1973-12-17;1.0;New York City;2008-11-02;Women;Marathon;8636.0;34.9013698630137
338;02:23:56;Yoshimi Ozaki;JPN;1981-07-11;1.0;Yokohama;2011-02-20;Women;Marathon;8636.0;29.632876712328766
338;02:23:56;Mary Keitany;KEN;1982-01-18;4.0;London;2012-08-05;Women;Marathon;8636.0;30.567123287671233
341;02:23:57;Joyce Chepchumba;KEN;1970-11-06;1.0;Chicago;1998-10-11;Women;Marathon;8637.0;27.947945205479453
341;02:23:57;Derartu Tulu;ETH;1972-03-21;1.0;London;2001-04-22;Women;Marathon;8637.0;29.106849315068494
341;02:23:57;Zhu Xiaolin;CHN;1984-04-20;3.0;Beijing;2002-10-20;Women;Marathon;8637.0;18.512328767123286
341;02:23:57;Reiko Tosa;JPN;1976-06-11;1.0;Nagoya;2004-03-14;Women;Marathon;8637.0;27.775342465753425
341;02:23:57;Sharon Cherop;KEN;1984-03-16;1.0;Torino;2012-11-18;Women;Marathon;8637.0;28.695890410958903
341;02:23:57;Aselefech Mergia;ETH;1985-01-23;5.0;London;2016-04-24;Women;Marathon;8637.0;31.27123287671233
347;02:23:58;Marleen Renders;BEL;1968-12-24;2.0;Berlin;1999-09-26;Women;Marathon;8638.0;30.775342465753425
347;02:23:58;Yoko Shibui;JPN;1979-03-14;2.0;Nagoya;2006-03-12;Women;Marathon;8638.0;27.013698630136986
347;02:23:58;Aberu Kebede;ETH;1989-09-12;1.0;Berlin;2010-09-26;Women;Marathon;8638.0;21.052054794520547
347;02:23:58;Bezunesh Bekele;ETH;1983-09-18;4.0;Frankfurt;2012-10-28;Women;Marathon;8638.0;29.13150684931507
347;02:23:58;Birhane Dibaba;ETH;1993-09-11;2.0;Berlin;2016-09-25;Women;Marathon;8638.0;23.054794520547944
352;02:23:59;Mari Ozaki;JPN;1975-07-16;2.0;Osaka;2005-01-30;Women;Marathon;8639.0;29.564383561643837
352;02:23:59;Abebech Afework;ETH;1990-12-11;2.0;Rotterdam;2013-04-14;Women;Marathon;8639.0;22.356164383561644
354;02:24:00;Susan Chepkemei;KEN;1975-06-25;3.0;London;2005-04-17;Women;Marathon;8640.0;29.832876712328765
354;02:24:00;Sutume Asefa;ETH;1994-01-01;4.0;Dubai;2016-01-22;Women;Marathon;8640.0;22.07123287671233
356;02:24:01;Jelena Prokopcuka;LAT;1976-09-21;7.0;London;2003-04-13;Women;Marathon;8641.0;26.575342465753426
357;02:24:02;Joyce Chepchumba;KEN;1970-11-06;1.0;Tokyo;2000-11-19;Women;Marathon;8642.0;30.057534246575344
357;02:24:02;Wei Yanan;CHN;1981-12-06;2.0;Beijing;2001-10-14;Women;Marathon;8642.0;19.86849315068493
357;02:24:02;Bezunesh Bekele;ETH;1983-09-18;1.0;Dubai;2009-01-16;Women;Marathon;8642.0;25.34794520547945
360;02:24:03;Agnes Barsosio;KEN;1983-08-05;3.0;Daegu;2013-04-14;Women;Marathon;8643.0;29.71232876712329
360;02:24:03;Helah Kiprop;KEN;1985-04-07;2.0;Tokyo;2015-02-22;Women;Marathon;8643.0;29.898630136986302
362;02:24:04;Svetlana Zakharova;RUS;1970-09-15;2.0;London;2001-04-22;Women;Marathon;8644.0;30.621917808219177
362;02:24:04;Aberu Kebede;ETH;1989-09-12;6.0;London;2012-04-22;Women;Marathon;8644.0;22.624657534246577
362;02:24:04;Worknesh Edesa;ETH;1992-01-01;1.0;Xiamen;2016-01-02;Women;Marathon;8644.0;24.019178082191782
362;02:24:04;Jemima Sumgong Jelagat;KEN;1984-12-21;1.0;Rio de Janeiro;2016-08-14;Women;Marathon;8644.0;31.66849315068493
362;02:24:04;Tadelech Bekele;ETH;1991-04-11;4.0;Dubai;2017-01-20;Women;Marathon;8644.0;25.797260273972604
367;02:24:05;Mizuki Noguchi;JPN;1978-07-03;3.0;Nagoya;2013-03-10;Women;Marathon;8645.0;34.70958904109589
368;02:24:06;Adriana Fernández;MEX;1971-04-04;2.0;London;1999-04-18;Women;Marathon;8646.0;28.057534246575344
368;02:24:06;Yeshi Esayias;ETH;1985-12-28;6.0;Frankfurt;2013-10-27;Women;Marathon;8646.0;27.84931506849315
370;02:24:07;Wang Junxia;CHN;1973-01-09;1.0;Tianjin;1993-04-04;Women;Marathon;8647.0;20.246575342465754
370;02:24:07;Agnes Kiprop;KEN;1979-12-14;3.0;Frankfurt;2010-10-31;Women;Marathon;8647.0;30.9013698630137
370;02:24:07;Jelena Prokopcuka;LAT;1976-09-21;1.0;Nagoya;2014-03-09;Women;Marathon;8647.0;37.487671232876714
370;02:24:07;Jelena Prokopcuka;LAT;1976-09-21;1.0;Osaka;2015-01-25;Women;Marathon;8647.0;38.36986301369863
374;02:24:09;Yukiko Akaba;JPN;1979-10-18;5.0;London;2011-04-17;Women;Marathon;8649.0;31.517808219178082
374;02:24:09;Ashu Kasim;ETH;1984-10-20;2.0;Shanghai;2012-12-02;Women;Marathon;8649.0;28.136986301369863
374;02:24:09;Mare Dibaba;ETH;1989-10-20;6.0;London;2016-04-24;Women;Marathon;8649.0;26.528767123287672
377;02:24:11;Adriana Fernández;MEX;1971-04-04;2.0;Berlin;2002-09-29;Women;Marathon;8651.0;31.50958904109589
377;02:24:11;Sun Yingjie;CHN;1977-10-03;1.0;Beijing;2004-10-17;Women;Marathon;8651.0;27.057534246575344
377;02:24:11;Reiko Tosa;JPN;1976-06-11;3.0;Boston;2006-04-17;Women;Marathon;8651.0;29.86849315068493
377;02:24:11;Joyce Chepkirui;KEN;1988-08-20;1.0;Amsterdam;2015-10-18;Women;Marathon;8651.0;27.17808219178082
381;02:24:12;Joyce Chepchumba;KEN;1970-11-06;3.0;London;2001-04-22;Women;Marathon;8652.0;30.47945205479452
381;02:24:12;Zhou Chunxiu;CHN;1978-11-15;5.0;Helsinki;2005-08-14;Women;Marathon;8652.0;26.764383561643836
381;02:24:12;Netsanet Achamo;ETH;1987-12-14;1.0;Hamburg;2012-04-29;Women;Marathon;8652.0;24.39178082191781
384;02:24:13;Salina Kosgei;KEN;1976-11-16;4.0;London;2007-04-21;Women;Marathon;8653.0;30.446575342465753
384;02:24:13;Amane Gobena;ETH;1982-09-01;1.0;Seoul;2010-03-21;Women;Marathon;8653.0;27.56986301369863
384;02:24:13;Firehiwot Dado Tufa;ETH;1984-01-09;1.0;Roma;2011-03-20;Women;Marathon;8653.0;27.21095890410959
384;02:24:13;Eunice Jepkorir;BRN;1982-02-17;2.0;Rio de Janeiro;2016-08-14;Women;Marathon;8653.0;34.512328767123286
384;02:24:13;Sarah Chepchirchir;KEN;1984-07-27;1.0;Lisboa;2016-10-02;Women;Marathon;8653.0;32.205479452054796
389;02:24:14;Mizuki Noguchi;JPN;1978-07-03;2.0;Saint-Denis;2003-08-31;Women;Marathon;8654.0;25.17808219178082
389;02:24:14;Irina Mikitenko;GER;1972-08-23;1.0;London;2008-04-13;Women;Marathon;8654.0;35.66301369863014
389;02:24:14;Irina Timofeyeva;RUS;1970-04-05;1.0;Hamburg;2008-04-27;Women;Marathon;8654.0;38.087671232876716
389;02:24:14;Yoshimi Ozaki;JPN;1981-07-11;2.0;Nagoya;2012-03-11;Women;Marathon;8654.0;30.687671232876713
389;02:24:14;Rose Chelimo;KEN;1989-07-12;1.0;Seoul;2016-03-20;Women;Marathon;8654.0;26.706849315068492
394;02:24:15;Lidia Simon;ROU;1973-09-04;4.0;London;2001-04-22;Women;Marathon;8655.0;27.649315068493152
394;02:24:15;Florence Kiplagat;KEN;1987-02-27;5.0;London;2015-04-26;Women;Marathon;8655.0;28.17808219178082
396;02:24:16;Lucy Kabuu;KEN;1984-03-24;3.0;Tokyo;2014-02-23;Women;Marathon;8656.0;29.93972602739726
396;02:24:16;Sharon Cherop;KEN;1984-03-16;2.0;Toronto;2015-10-18;Women;Marathon;8656.0;31.610958904109587
396;02:24:16;Fatuma Sado Dergo;ETH;1991-10-11;3.0;Toronto;2015-10-18;Women;Marathon;8656.0;24.035616438356165
399;02:24:17;Margaret Agai;KEN;1988-06-10;3.0;Shanghai;2012-12-02;Women;Marathon;8657.0;24.495890410958904
400;02:24:18;Wanda Panfil;POL;1959-01-26;1.0;Boston;1991-04-15;Women;Marathon;8658.0;32.23835616438356
400;02:24:18;Teyiba Erkasso;ETH;1982-10-30;1.0;Houston;2009-01-18;Women;Marathon;8658.0;26.23835616438356
400;02:24:18;Mamitu Daska;ETH;1983-10-16;1.0;Dubai;2010-01-22;Women;Marathon;8658.0;26.28767123287671
400;02:24:18;Meskerem Assefa;ETH;1985-09-20;1.0;Rotterdam;2017-04-09;Women;Marathon;8658.0;31.572602739726026
404;02:24:19;Yumiko Hara;JPN;1982-01-09;1.0;Nagoya;2005-03-13;Women;Marathon;8659.0;23.18904109589041
404;02:24:19;Zhu Xiaolin;CHN;1984-04-20;3.0;Chongqing;2012-03-17;Women;Marathon;8659.0;27.926027397260274
406;02:24:20;Yumiko Hara;JPN;1982-01-09;6.0;Helsinki;2005-08-14;Women;Marathon;8660.0;23.610958904109587
406;02:24:20;Philes Ongori;KEN;1986-07-19;1.0;Rotterdam;2011-04-10;Women;Marathon;8660.0;24.742465753424657
406;02:24:20;Nancy Kiprop;KEN;1979-07-07;1.0;Wien;2017-04-23;Women;Marathon;8660.0;37.821917808219176
409;02:24:21;Margaret Okayo;KEN;1976-05-30;1.0;New York City;2001-11-04;Women;Marathon;8661.0;25.44931506849315
409;02:24:21;Filomena Chepchirchir;KEN;1981-12-01;3.0;Frankfurt;2011-10-30;Women;Marathon;8661.0;29.931506849315067
409;02:24:21;Kayoko Fukushi;JPN;1982-03-25;1.0;Osaka;2013-01-27;Women;Marathon;8661.0;30.865753424657534
409;02:24:21;Beleynesh Oljira;ETH;1990-06-26;10.0;Boston;2014-04-21;Women;Marathon;8661.0;23.835616438356166
413;02:24:22;Ren Xiujuan;CHN;1974-09-14;3.0;Beijing;2001-10-14;Women;Marathon;8662.0;27.101369863013698
413;02:24:22;Rita Sitienei Jeptoo;KEN;1981-02-15;7.0;Helsinki;2005-08-14;Women;Marathon;8662.0;24.50958904109589
413;02:24:22;Christelle Daunay;FRA;1974-12-05;2.0;Paris;2010-04-11;Women;Marathon;8662.0;35.37260273972603
413;02:24:22;Risa Shigetomo;JPN;1987-08-29;1.0;Osaka;2017-01-29;Women;Marathon;8662.0;29.44109589041096
417;02:24:23;Jemima Sumgong Jelagat;KEN;1984-12-21;6.0;London;2015-04-26;Women;Marathon;8663.0;30.364383561643837
418;02:24:24;Liliya Shobukhova;RUS;1977-11-13;3.0;London;2009-04-26;Women;Marathon;8664.0;31.471232876712328
418;02:24:24;Irina Mikitenko;GER;1972-08-23;6.0;London;2011-04-17;Women;Marathon;8664.0;38.673972602739724
418;02:24:24;Mamitu Daska;ETH;1983-10-16;9.0;Dubai;2012-01-27;Women;Marathon;8664.0;28.301369863013697
418;02:24:24;Birhane Dibaba;ETH;1993-09-11;3.0;Chicago;2015-10-11;Women;Marathon;8664.0;22.095890410958905
418;02:24:24;Mulu Seboka;ETH;1984-01-13;5.0;Dubai;2016-01-22;Women;Marathon;8664.0;32.04657534246575
423;02:24:25;Megumi Oshima;JPN;1975-09-04;2.0;Nagoya;2005-03-13;Women;Marathon;8665.0;29.542465753424658
423;02:24:25;Constantina Dita;ROU;1970-01-23;5.0;Chicago;2006-10-22;Women;Marathon;8665.0;36.76986301369863
423;02:24:25;Atsede Habtamu;ETH;1987-10-26;4.0;Berlin;2011-09-25;Women;Marathon;8665.0;23.931506849315067
423;02:24:25;Jessica Augusto;POR;1981-11-08;6.0;London;2014-04-13;Women;Marathon;8665.0;32.44931506849315
423;02:24:25;Kayoko Fukushi;JPN;1982-03-25;4.0;Chicago;2015-10-11;Women;Marathon;8665.0;33.56986301369863
423;02:24:25;Mary Keitany;KEN;1982-01-18;1.0;New York City;2015-11-01;Women;Marathon;8665.0;33.80821917808219
423;02:24:25;Rebecca Kangogo;KEN;1992-01-01;2.0;Wien;2017-04-23;Women;Marathon;8665.0;25.326027397260273
430;02:24:26;Ingrid Kristiansen;NOR;1956-03-21;1.0;London;1984-05-13;Women;Marathon;8666.0;28.164383561643834
430;02:24:26;Aberu Kebede;ETH;1989-09-12;2.0;Dubai;2010-01-22;Women;Marathon;8666.0;20.375342465753423
430;02:24:26;Atsede Habtamu;ETH;1987-10-26;4.0;Dubai;2011-01-21;Women;Marathon;8666.0;23.254794520547946
430;02:24:26;Caroline Rotich;KEN;1984-05-13;4.0;Boston;2011-04-18;Women;Marathon;8666.0;26.947945205479453
430;02:24:26;Bizunesh Deba;ETH;1987-09-08;2.0;Houston;2013-01-13;Women;Marathon;8666.0;25.367123287671234
430;02:24:26;Tiki Gelana;ETH;1987-10-22;3.0;Tokyo;2015-02-22;Women;Marathon;8666.0;27.356164383561644
430;02:24:26;Mary Keitany;KEN;1982-01-18;1.0;New York City;2016-11-06;Women;Marathon;8666.0;34.824657534246576
437;02:24:27;Catherine N'dereba;KEN;1972-07-21;1.0;Boston;2004-04-19;Women;Marathon;8667.0;31.767123287671232
437;02:24:27;Yuri Kano;JPN;1978-10-27;2.0;Tokyo;2008-11-16;Women;Marathon;8667.0;30.076712328767123
437;02:24:27;Hilda Kibet;NED;1981-03-27;2.0;Rotterdam;2011-04-10;Women;Marathon;8667.0;30.057534246575344
437;02:24:27;Agnes Barsosio;KEN;1983-08-05;5.0;Frankfurt;2012-10-28;Women;Marathon;8667.0;29.252054794520546
437;02:24:27;Abebech Afework;ETH;1990-12-11;2.0;Amsterdam;2016-10-16;Women;Marathon;8667.0;25.865753424657534
437;02:24:27;Eunice Chumba;BRN;1993-05-23;2.0;Rotterdam;2017-04-09;Women;Marathon;8667.0;23.895890410958906
443;02:24:28;Remi Nakazato;JPN;1988-06-24;3.0;Nagoya;2012-03-11;Women;Marathon;8668.0;23.72876712328767
443;02:24:28;Melkaw Gizaw;ETH;1990-09-17;2.0;Seoul;2016-03-20;Women;Marathon;8668.0;25.523287671232875
445;02:24:29;Elfenesh Alemu;ETH;1975-06-10;5.0;London;2001-04-22;Women;Marathon;8669.0;25.884931506849316
445;02:24:29;Remi Nakazato;JPN;1988-06-24;2.0;Yokohama;2011-02-20;Women;Marathon;8669.0;22.673972602739727
445;02:24:29;Betelhem Moges;ETH;1991-05-03;10.0;Dubai;2015-01-23;Women;Marathon;8669.0;23.742465753424657
448;02:24:30;Rosa Mota;POR;1958-06-29;1.0;Boston;1988-04-18;Women;Marathon;8670.0;29.824657534246576
448;02:24:30;Aheza Kiros Abeye;ETH;1982-03-26;4.0;Dubai;2013-01-25;Women;Marathon;8670.0;30.85753424657534
448;02:24:30;Mare Dibaba;ETH;1989-10-20;3.0;Rio de Janeiro;2016-08-14;Women;Marathon;8670.0;26.835616438356166
451;02:24:31;Tigist Tufa;ETH;1987-01-26;1.0;Ottawa;2014-05-25;Women;Marathon;8671.0;27.345205479452055
451;02:24:31;Shuko Genemo;ETH;1995-01-01;1.0;Wien;2016-04-10;Women;Marathon;8671.0;21.28767123287671
453;02:24:32;Qu Yunxia;CHN;1972-12-25;2.0;Tianjin;1993-04-04;Women;Marathon;8672.0;20.28767123287671
453;02:24:32;Salina Kosgei;KEN;1976-11-16;1.0;Paris;2004-04-04;Women;Marathon;8672.0;27.4
453;02:24:32;Merima Hasen;ETH;1992-06-10;4.0;Frankfurt;2011-10-30;Women;Marathon;8672.0;19.4
453;02:24:32;Marta Lema;ETH;1990-01-01;2.0;Xiamen;2016-01-02;Women;Marathon;8672.0;26.019178082191782
453;02:24:32;Mao Kiyota;JPN;1993-09-12;4.0;Nagoya;2016-03-13;Women;Marathon;8672.0;22.515068493150686
458;02:24:33;Ingrid Kristiansen;NOR;1956-03-21;1.0;Boston;1989-04-17;Women;Marathon;8673.0;33.0958904109589
458;02:24:33;Tegla Loroupe;KEN;1973-05-09;1.0;London;2000-04-16;Women;Marathon;8673.0;26.956164383561642
458;02:24:33;Rie Matsuoka;JPN;1977-03-09;2.0;Paris;2002-04-07;Women;Marathon;8673.0;25.095890410958905
458;02:24:33;Nuta Olaru;ROU;1970-08-28;2.0;Chicago;2004-10-10;Women;Marathon;8673.0;34.14246575342466
458;02:24:33;Tomo Morimoto;JPN;1983-12-27;1.0;Wien;2006-05-07;Women;Marathon;8673.0;22.375342465753423
458;02:24:33;Korene Jelila;ETH;1987-01-18;4.0;Toronto;2010-09-26;Women;Marathon;8673.0;23.704109589041096
458;02:24:33;Jessica Augusto;POR;1981-11-08;7.0;London;2011-04-17;Women;Marathon;8673.0;29.457534246575342
458;02:24:33;Georgina Rono;KEN;1984-05-19;1.0;Eindhoven;2011-10-09;Women;Marathon;8673.0;27.40821917808219
458;02:24:33;Valentine Kipketer;KEN;1993-01-05;1.0;Mumbai;2013-01-20;Women;Marathon;8673.0;20.054794520547944
458;02:24:33;Meseret Hailu Debele;ETH;1990-09-12;3.0;Berlin;2015-09-27;Women;Marathon;8673.0;25.057534246575344
468;02:24:34;Harumi Hiroyama;JPN;1968-09-02;2.0;Osaka;2002-01-27;Women;Marathon;8674.0;33.42465753424658
468;02:24:34;Aberu Kebede;ETH;1989-09-12;8.0;London;2011-04-17;Women;Marathon;8674.0;21.60821917808219
468;02:24:34;Filomena Cheyech;KEN;1982-07-05;1.0;Wien;2013-04-14;Women;Marathon;8674.0;30.797260273972604
471;02:24:35;Katrin Dörre;GER;1961-10-06;1.0;Hamburg;1999-04-25;Women;Marathon;8675.0;37.57534246575342
471;02:24:35;Roba Tola;ETH;1986-10-12;1.0;Hamburg;2006-04-23;Women;Marathon;8675.0;19.542465753424658
471;02:24:35;Caroline Rotich;KEN;1984-05-13;4.0;Tokyo;2014-02-23;Women;Marathon;8675.0;29.802739726027397
474;02:24:36;Reiko Tosa;JPN;1976-06-11;2.0;Nagoya;2000-03-12;Women;Marathon;8676.0;23.767123287671232
475;02:24:38;Kayoko Fukushi;JPN;1982-03-25;2.0;Chicago;2011-10-09;Women;Marathon;8678.0;29.561643835616437
475;02:24:38;Filomena Cheyech;KEN;1982-07-05;2.0;Amsterdam;2015-10-18;Women;Marathon;8678.0;33.30958904109589
475;02:24:38;Sardana Trofimova;RUS;1988-03-28;4.0;Frankfurt;2015-10-25;Women;Marathon;8678.0;27.594520547945205
475;02:24:38;Reina Iwade;JPN;1994-12-08;5.0;Nagoya;2016-03-13;Women;Marathon;8678.0;21.276712328767122
479;02:24:39;Naoko Takahashi;JPN;1972-05-06;1.0;Tokyo;2005-11-20;Women;Marathon;8679.0;33.56438356164384
479;02:24:39;Mari Ozaki;JPN;1975-07-16;2.0;Osaka;2007-01-28;Women;Marathon;8679.0;31.55890410958904
479;02:24:39;Svetlana Zakharova;RUS;1970-09-15;2.0;London;2008-04-13;Women;Marathon;8679.0;37.602739726027394
479;02:24:39;Askale Tafa Magarsa;ETH;1984-09-27;4.0;London;2010-04-25;Women;Marathon;8679.0;25.59178082191781
484;02:24:40;Lisa Ondieki;AUS;1960-05-12;1.0;New York City;1992-11-01;Women;Marathon;8680.0;32.49589041095891
484;02:24:40;Dire Tune;ETH;1985-06-19;1.0;Houston;2008-01-13;Women;Marathon;8680.0;22.583561643835615
484;02:24:40;Helena Kiprop;KEN;1976-09-09;1.0;Roma;2013-03-17;Women;Marathon;8680.0;36.54246575342466
484;02:24:40;Mulu Seboka;ETH;1984-01-13;5.0;Chicago;2015-10-11;Women;Marathon;8680.0;31.764383561643836
488;02:24:41;Dai Yanyan;CHN;1980-01-08;4.0;Beijing;2001-10-14;Women;Marathon;8681.0;21.78082191780822
488;02:24:41;Jelena Prokopcuka;LAT;1976-09-21;1.0;New York City;2005-11-06;Women;Marathon;8681.0;29.145205479452056
488;02:24:41;Ruti Aga;ETH;1994-01-16;3.0;Berlin;2016-09-25;Women;Marathon;8681.0;22.706849315068492
491;02:24:42;Zhang Linli;CHN;1973-03-06;3.0;Tianjin;1993-04-04;Women;Marathon;8682.0;20.09315068493151
491;02:24:42;Zhang Shujing;CHN;1978-09-13;5.0;Beijing;2001-10-14;Women;Marathon;8682.0;23.101369863013698
491;02:24:42;Atsede Baysa;ETH;1987-04-16;1.0;Paris;2009-04-05;Women;Marathon;8682.0;21.986301369863014
491;02:24:42;Mai Ito;JPN;1984-05-23;3.0;Nagoya;2015-03-08;Women;Marathon;8682.0;30.81095890410959
495;02:24:43;Elfenesh Alemu;ETH;1975-06-10;2.0;Boston;2004-04-19;Women;Marathon;8683.0;28.87945205479452
495;02:24:43;Yuri Kano;JPN;1978-10-27;3.0;Osaka;2007-01-28;Women;Marathon;8683.0;28.273972602739725
495;02:24:43;Agnes Kiprop;KEN;1979-12-14;2.0;Paris;2011-04-10;Women;Marathon;8683.0;31.34246575342466
495;02:24:43;Yukiko Akaba;JPN;1979-10-18;3.0;London;2013-04-21;Women;Marathon;8683.0;33.53150684931507
499;02:24:44;Sultan Haydar;TUR;1987-05-23;11.0;Dubai;2015-01-23;Women;Marathon;8684.0;27.69041095890411
499;02:24:44;Visiline Jepkesho;KEN;1988-01-01;3.0;Paris;2015-04-12;Women;Marathon;8684.0;27.295890410958904
501;02:24:45;Joyce Chepchumba;KEN;1970-11-06;3.0;Sydney;2000-09-24;Women;Marathon;8685.0;29.904109589041095
